課程編號,課程名稱,上課日,開課日期,上/下午,上課時間,課程,每課,費用,會員費用,狀況
NR33397C,馬術進階課程,星期六,11月06日,下午,4:00-4:45,全期4課,0小時45分,1990元,1990元,網上名額已滿
KP33403,坐式八段錦,星期一,12月13日,晚上,7:00-10:00,全期1課,3小時,200元,180元,可接受報名
KV33422,養生氣功,星期六,12月04日,下午,4:10-5:10,全期12課,1小時,550元,495元,網上名額已滿
LY33426BC,通圓步行氣功訓練班,星期一,11月01日,下午,4:10-5:40,全期4課,1小時30分,740元,666元,可接受報名
LY33426DC,通圓步行氣功訓練班,星期五,11月12日,晚上,6:50-8:20,全期4課,1小時30分,740元,666元,可接受報名
KB33431B,郭林氣功初階,星期日,10月24日,上午,10:00-12:00,全期6課,2小時,830元,747元,可接受報名
HT33433,郭林氣功進階(二),星期六,10月23日,上午,9:00-11:00,全期6課,2小時,870元,783元,可接受報名
HH33444,簡易結合「拍痧」‧「捏背」保健療法,星期日,10月24日,晚上,8:30-10:00,全期6課,1小時30分,400元,360元,可接受報名
KK33478,筋膜放鬆班,星期二,三,12月07日,晚上,7:00-8:30,全期4課,1小時30分,370元,333元,網上名額已滿
KV33508,中醫針灸基礎班,星期六,10月23日,晚上,7:00-8:30,全期12課,1小時30分,740元,666元,網上名額已滿
LY33426AC,通圓步行氣功訓練班,星期一,11月01日,下午,2:30-4:00,全期4課,1小時30分,740元,666元,可接受報名
LY33426CC,通圓步行氣功訓練班,星期五,11月12日,下午,2:30-4:00,全期4課,1小時30分,740元,666元,可接受報名
HT33431C,郭林氣功初階,星期六,10月23日,上午,11:15-1:15,全期6課,2小時,830元,747元,可接受報名
KK33431,郭林氣功初階,星期一,10月18日,上午,11:15-1:15,全期6課,2小時,830元,747元,可接受報名
KK33433,郭林氣功進階(二),星期一,10月18日,上午,9:00-11:00,全期6課,2小時,870元,783元,可接受報名
LV33468,經絡拍打操,星期日,10月24日,晚上,6:00-7:30,全期6課,1小時30分,350元,315元,可接受報名
KY33480DQ,筋脈舒展養生操進階,星期一,二,三,四,五,六,12月13日,晚上,6:30-10:30,全期10課,1小時30分,700元,630元,不接受網上報名
KE33525,中國民間自然療法,星期三,10月27日,晚上,6:50-8:20,全期6課,1小時30分,350元,315元,可接受報名
KH33566,泰式古法草藥球按摩療法課程,星期一,10月18日,下午,2:00-3:30,全期6課,1小時30分,460元,414元,可接受報名
HT33570B,痛症伸展治療班,星期三,12月08日,晚上,8:30-10:00,全期3課,1小時30分,250元,225元,可接受報名
HS33572,西藏頌缽治療,星期日,12月05日,晚上,7:00-10:00,全期2課,3小時,330元,297元,網上名額已滿
KP33572A,西藏頌缽治療,星期四,12月09日,晚上,7:00-10:00,全期2課,3小時,330元,297元,可接受報名
HD33575,脊骨療法與護脊錦囊,星期日,11月07日,下午,2:00-4:00,全期4課,2小時,400元,360元,可接受報名
KA33578B,脊椎側彎治療運動,星期四,12月09日,晚上,7:00-9:00,全期2課,2小時,270元,243元,可接受報名
KL33590,急救入門課程,星期日,11月21日,上午,9:30-4:30,全期1課,6小時,370元,370元,網上名額已滿
KI33540,痛症與飲食治療,星期日,10月17日,上午,11:10-12:40,全期6課,1小時30分,580元,522元,可接受報名
HT33570A,痛症伸展治療班,星期三,12月08日,晚上,6:50-8:20,全期3課,1小時30分,250元,225元,網上名額已滿
HD33572B,西藏頌缽治療,星期二,12月07日,晚上,7:00-10:00,全期2課,3小時,330元,297元,網上名額已滿
KA33572B,西藏頌缽治療,星期三,12月08日,晚上,7:00-10:00,全期2課,3小時,330元,297元,網上名額已滿
KP33572C,西藏頌缽治療,星期五,12月10日,晚上,7:00-10:00,全期2課,3小時,330元,297元,可接受報名
HC33578B,脊椎側彎治療運動,星期五,12月10日,晚上,8:00-10:00,全期2課,2小時,270元,243元,可接受報名
NN33578,脊椎側彎治療運動,星期日,11月28日,下午,1:30-3:30,全期2課,2小時,270元,243元,可接受報名
KQ33590B,急救入門課程,星期日,12月19日,上午,9:30-4:30,全期1課,6小時,370元,370元,可接受報名
KF33593B,急救證書重溫課程,星期五,11月19日,上午,9:00-6:00,全期2課,4小時,560元,560元,不接受網上報名
NZ33596,成人心肺復蘇法証書課程,星期日,11月14日,下午,2:30-5:30,全期1課,3小時,320元,320元,可接受報名
KL33602,三小時急救訓練課程,星期日,12月12日,下午,2:00-5:00,全期1課,3小時,220元,220元,可接受報名
NP33603B,聖約翰急救班重溫課程(急救證書續期),星期日,11月14日,上午,9:30-5:30,全期2課,3小時30分,540元,540元,不接受網上報名
KK33607,精神健康急救證書課程,星期四,11月11日,晚上,7:00-10:00,全期4課,3小時,690元,621元,可接受報名
KK33608B,認識抑鬱症工作坊,星期三,12月15日,晚上,7:00-10:00,全期1課,3小時,200元,180元,可接受報名
KK33610B,憤怒管理工作坊,星期四,12月09日,晚上,7:00-10:00,全期1課,3小時,200元,180元,可接受報名
KE33591B,急救班,星期三,12月15日,晚上,7:00-10:00,全期10課,3小時,780元,780元,可接受報名
KL33596,成人心肺復蘇法証書課程,星期日,12月05日,下午,2:00-5:00,全期1課,3小時,320元,320元,網上名額已滿
KL33601B,自動體外心臟去纖維性顫動法課程-AED,星期日,12月19日,上午,9:30-1:30,全期1課,4小時,450元,450元,不接受網上報名
KL33603,聖約翰急救班重溫課程(急救證書續期),星期日,11月28日,上午,9:30-5:30,全期2課,3小時30分,540元,540元,不接受網上報名
KI33605,手力急救證書課程,星期日,11月28日,晚上,7:30-9:30,全期4課,2小時,390元,390元,可接受報名
NZ33607,精神健康急救證書課程,星期一,11月29日,晚上,6:45-9:45,全期4課,3小時,690元,621元,可接受報名
KK33609B,認識及處理創傷後壓力,星期五,12月10日,晚上,7:00-10:00,全期1課,3小時,200元,180元,可接受報名
KE33614A,物理治療助理高級證書課程,星期二,10月26日,晚上,7:00-10:00,全期6課,3小時,1020元,918元,可接受報名
NZ33614,物理治療助理高級證書課程,星期三,11月03日,晚上,7:00-10:00,全期6課,3小時,1020元,918元,可接受報名
LA33615J,醫護支援人員(臨床病人服務)證書,星期二,四,11月30日,晚上,7:00-10:30,全期59課,3小時30分,6200元,5580元,不接受網上報名
HC33617C,產後按摩紮肚修身班,星期日,11月21日,上午,9:45-12:45,全期4課,3小時,1140元,1026元,網上名額已滿
KV33619,催乳師專業培訓證書課程,星期日,12月05日,晚上,6:30-9:30,全期12課,3小時,1930元,1737元,網上名額已滿
KL33630,身心連結放鬆法,星期日,11月21日,上午,11:20-1:20,全期4課,2小時,560元,504元,可接受報名
KK33637B,園藝治療與情緒管理,星期一,10月18日,晚上,7:30-9:30,全期3課,2小時,480元,432元,可接受報名
KY33640,靜心(Meditation)減壓與覺知初班,星期六,11月06日,上午,9:50-12:20,全期5課,2小時30分,820元,738元,可接受報名
LA33614,物理治療助理高級證書課程,星期六,10月30日,晚上,7:00-10:00,全期6課,3小時,1020元,918元,可接受報名
KE33615D,醫護支援人員(臨床病人服務)證書,星期六,11月20日,上午,9:00-5:00,全期59課,3小時30分,6200元,5580元,網上名額已滿
NZ33615F,醫護支援人員(臨床病人服務)證書,星期一,三,12月29日,晚上,7:00-10:30,全期59課,3小時30分,6200元,5580元,網上名額已滿
NN33617B,產後按摩紮肚修身班,星期五,11月12日,下午,2:00-5:00,全期4課,3小時,1140元,1026元,可接受報名
KL33627,袪斑美白草本藥物學,星期六,11月13日,下午,1:00-3:15,全期4課,2小時15分,460元,414元,可接受報名
KL33632B,聆聽身體的聲音身心靈健康之旅,星期二,12月14日,晚上,7:00-10:00,全期1課,3小時,200元,180元,可接受報名
HO33639B,能量手療:美國Quantum-Touch量子觸療入門,星期四,12月16日,晚上,7:00-10:00,全期1課,3小時,250元,225元,可接受報名
KN33641,宣蟄人軟組織外科學入門,星期六,11月20日,晚上,7:00-10:00,全期1課,3小時,200元,180元,可接受報名
HC33647,運動力學與穴位按摩,星期六,11月06日,下午,5:15-6:45,全期4課,1小時30分,300元,270元,可接受報名
KA33654B,催眠治療入門,星期日,12月19日,晚上,7:00-10:00,全期1課,3小時,240元,216元,可接受報名
HT33657,肌內效貼布家居應用工作坊,星期六,12月18日,下午,2:30-5:30,全期1課,3小時,350元,315元,可接受報名
KN33673B,感冒六小時速癒大法研習班,星期三,12月08日,晚上,7:00-10:00,全期2課,3小時,400元,360元,可接受報名
HT33685B,長者照顧基本技巧工作坊,星期六,12月04日,下午,2:30-5:30,全期2課,3小時,300元,270元,可接受報名
KH33688,長者保健按摩知識及技巧課程 *,星期日,10月24日,上午,11:00-2:00,全期5課,3小時,980元,882元,課程已取消
KN33699B,易罐療法運用入門,星期五,12月10日,晚上,7:00-10:00,全期1課,3小時,200元,180元,可接受報名
HL33642,宣蟄人軟組織痛點推拿療法(上、下肢),星期日,11月28日,晚上,7:00-10:00,全期4課,3小時,580元,522元,可接受報名
KS33648,運動按摩學證書課程,星期日,10月24日,上午,9:30-12:30,全期6課,3小時,1150元,1035元,網上名額已滿
KK33654B,催眠治療入門,星期五,12月10日,晚上,7:00-10:00,全期1課,3小時,240元,216元,可接受報名
KY33666,養生健體食療班,星期六,10月23日,晚上,8:35-10:05,全期6課,1小時30分,400元,360元,可接受報名
KY33675,幼兒營養與膳食證書課程,星期六,11月06日,晚上,7:00-10:00,全期4課,3小時,620元,558元,可接受報名
HH33687,長者照顧技巧(痛症管理)工作坊,星期日,12月12日,上午,10:00-1:00,全期2課,3小時,300元,270元,可接受報名
WK33698,營養配餐師高級文憑課程,星期日,10月24日,上午,10:00-5:00,全期3課,6小時,1500元,1350元,可接受報名
LV33703,認知障礙症照顧者工作坊,星期六,12月11日,下午,2:00-4:00,全期2課,2小時,400元,360元,可接受報名
KK33710D,顱面骨療法(Craniopathy)入門,星期三,12月15日,晚上,7:00-10:00,全期1課,3小時,220元,198元,可接受報名
KN33710D,顱面骨療法(Craniopathy)入門,星期五,12月17日,晚上,7:00-10:00,全期1課,3小時,220元,198元,可接受報名
RR33736,中醫罐療班 *,星期日,10月31日,上午,10:00-5:00,全期3課,5小時,1680元,1512元,課程已取消
RR33740,中醫經絡五行療法研習班,星期日,11月21日,上午,10:00-5:00,全期2課,6小時,1180元,1062元,可接受報名
RR33742,實用頸肩腰肢痛研習班,星期日,12月05日,上午,10:00-5:00,全期3課,6小時,1680元,1512元,可接受報名
RR33747,中醫頭髮養生班,星期日,11月21日,上午,10:00-5:00,全期3課,2小時,1680元,1512元,可接受報名
HC33765,中醫按蹻運動研習班,星期六,10月23日,中午,12:00-3:00,全期5課,3小時,750元,675元,可接受報名
KK33710C,顱面骨療法(Craniopathy)入門,星期一,11月29日,晚上,7:00-10:00,全期1課,3小時,220元,198元,可接受報名
KN33710C,顱面骨療法(Craniopathy)入門,星期四,12月09日,晚上,7:00-10:00,全期1課,3小時,220元,198元,可接受報名
KY33710B,顱面骨療法(Craniopathy)入門,星期日,12月19日,晚上,7:00-10:00,全期1課,3小時,220元,198元,可接受報名
RR33738,中藥口服膏劑與藥酒製作培訓班 *,星期日,10月31日,上午,10:00-5:00,全期3課,6小時,1680元,1512元,課程已取消
RR33741,中醫刮痧基礎班 *,星期日,10月31日,上午,10:00-5:00,全期3課,5小時,1680元,1512元,課程已取消
RR33745,灸法保健養生班,星期日,12月05日,上午,10:00-5:00,全期3課,6小時,1680元,1512元,可接受報名
RR33748,中醫刺(放)血療法臨床實用班,星期日,12月05日,上午,10:00-5:00,全期3課,6小時,1680元,1512元,可接受報名
HT33772,按蹻開啟淋巴系統關節療理班,星期三,11月10日,晚上,6:00-9:00,全期3課,3小時,510元,459元,可接受報名
KR33815,物理治療手法治療師助理訓練初級,星期一,日,11月28日,上午,9:00-4:00,全期2課,6小時,980元,882元,網上名額已滿
LE34011AQ,車縫初班,星期一,三,五,11月08日,上午,9:30-1:00,全期12課,1小時45分,860元,774元,網上名額已滿
LE34012BQ,車縫中班,星期一,三,五,12月06日,上午,9:30-1:00,全期12課,1小時45分,880元,792元,可接受報名
KR34047A,藝術穿珠及半寶石飾物製作課程(二),星期二,10月26日,上午,10:30-12:30,全期6課,2小時,700元,630元,可接受報名
KR34047C,藝術穿珠及半寶石飾物製作課程(二),星期日,10月24日,上午,9:45-11:45,全期6課,2小時,700元,630元,可接受報名
KK34087A,擴香石製作課程,星期六,12月04日,上午,10:00-1:00,全期1課,3小時,380元,342元,網上名額已滿
KK34088A,甜甜圈香薰蠟燭DIY製作班,星期六,11月27日,上午,10:00-1:00,全期1課,3小時,420元,378元,可接受報名
KS33781,老年痴呆症的過程及經驗單元證書課程,星期二,11月16日,晚上,7:00-10:20,全期7課,3小時20分,1290元,1161元,可接受報名
KK33877,跆拳道套拳(品勢)班,星期六,10月30日,晚上,8:30-10:00,全期6課,1小時30分,480元,432元,可接受報名
LE34011BQ,車縫初班,星期一,三,五,11月08日,下午,2:00-5:30,全期12課,1小時45分,860元,774元,網上名額已滿
LE34021A,車縫技巧實習班(拉鍊上法),星期一,三,10月25日,上午,10:00-1:00,全期2課,3小時,330元,297元,網上名額已滿
KR34047B,藝術穿珠及半寶石飾物製作課程(二),星期二,10月26日,下午,4:00-6:00,全期6課,2小時,700元,630元,可接受報名
NP34086,擴香蠟燭(飲品、食品)DIY製作班,星期一,11月22日,晚上,7:00-10:00,全期4課,3小時,580元,522元,網上名額已滿
KK34087B,擴香石製作課程,星期六,12月04日,下午,2:30-5:30,全期1課,3小時,380元,342元,網上名額已滿
KK34088B,甜甜圈香薰蠟燭DIY製作班,星期六,11月27日,下午,2:30-5:30,全期1課,3小時,420元,378元,網上名額已滿
NP34096AQ,蜜蠟花工藝班(一),星期二,10月19日,上午,10:00-1:00,全期10課,1小時30分,610元,549元,可接受報名
KZ34190,皮革電烙畫,星期日,11月28日,上午,11:15-12:45,全期2課,1小時30分,230元,207元,可接受報名
KK34249B,水仙花彫刻技巧初階,星期六,12月11日,下午,2:00-4:00,全期5課,2小時,710元,639元,可接受報名
KK34251,水仙花彫刻技巧深造班,星期日,12月19日,上午,9:30-11:00,全期5課,1小時30分,690元,621元,可接受報名
KK34253,水仙花彫刻技巧高級延續班(一),星期日,12月19日,下午,2:30-4:00,全期5課,1小時30分,720元,648元,可接受報名
KK34266,洋蘭(地生蘭)栽培技巧班 *,星期日,10月17日,上午,9:30-12:30,全期1課,3小時,260元,234元,課程已取消
KK34268,洋蘭(附生蘭)栽培技巧(二),星期日,10月31日,上午,9:30-12:30,全期1課,3小時,260元,234元,可接受報名
KK34089B,彩色多肉香薰蠟燭DIY製作班,星期五,12月17日,晚上,7:00-10:00,全期1課,3小時,320元,288元,網上名額已滿
KA34190,皮革電烙畫,星期三,11月24日,下午,3:40-5:10,全期2課,1小時30分,230元,207元,可接受報名
KK34249A,水仙花彫刻技巧初階,星期三,11月17日,晚上,7:00-9:00,全期5課,2小時,710元,639元,可接受報名
KK34250,水仙花彫刻技巧進階,星期六,12月11日,下午,4:15-5:45,全期5課,1小時30分,630元,567元,可接受報名
KK34252,水仙花彫刻技巧高級班,星期日,12月19日,上午,11:15-12:45,全期5課,1小時30分,910元,819元,可接受報名
KK34254,水仙花彫刻技巧高級延續班(二),星期日,12月19日,下午,4:15-5:45,全期5課,1小時30分,730元,657元,可接受報名
KK34267,洋蘭(附生蘭)栽培技巧(一),星期日,10月24日,上午,9:30-12:30,全期1課,3小時,260元,234元,可接受報名
KK34289,園藝基礎知識(三),星期三,10月20日,晚上,7:00-10:00,全期1課,3小時,250元,225元,可接受報名
NR34291,園藝基礎知識進階(一),星期日,11月07日,上午,9:30-4:30,全期1課,6小時,660元,594元,可接受報名
KT34301CQ,髮型設計及梳剪技巧證書(資歷架構第1級),星期三,10月27日,下午,2:00-5:30,全期12課,1小時45分,1310元,1179元,網上名額已滿
KT34310,美容(男士)班,星期五,10月22日,晚上,7:00-10:00,全期5課,3小時,730元,657元,可接受報名
HT34319D,古法線面及護理課程,星期日,11月14日,上午,9:30-6:00,全期1課,7小時30分,590元,531元,網上名額已滿
KW34325AQ,專業日式健康花樣嫁接睫毛術,星期三,11月17日,上午,9:30-6:00,全期5課,3小時,1370元,1233元,可接受報名
